STATION,NAME,DATE,DAPR,DAPR_ATTRIBUTES,MDPR,MDPR_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT11,WT11_ATTRIBUTES
SYNTH0001,SYNTHETIC STATION,2023-06-18,,,,,0.0,,0.0,,0.0,,867.0,,752.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-06-19,,,,,0.0,,0.0,,0.0,,837.0,,700.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-06-20,,,,,0.0,,0.0,,0.0,,826.0,,759.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-06-21,,,,,0.0,,0.0,,0.0,,863.0,,756.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-06-22,,,,,0.0,,0.0,,0.0,,820.0,,737.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-06-23,,,,,0.0,,0.0,,0.0,,786.0,,751.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-06-24,,,,,0.4,,0.0,,0.0,,837.0,,754.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-06-25,,,,,0.0,,0.0,,0.0,,804.0,,782.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-06-26,,,,,0.0,,0.0,,0.0,,830.0,,749.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-06-27,,,,,0.0,,0.0,,0.0,,861.0,,763.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-06-28,,,,,0.7,,0.0,,0.0,,859.0,,715.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-06-29,,,,,0.0,,0.0,,0.0,,897.0,,730.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-06-30,,,,,0.0,,0.0,,0.0,,844.0,,751.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-07-01,,,,,0.0,,0.0,,0.0,,804.0,,730.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-07-02,,,,,0.0,,0.0,,0.0,,827.0,,760.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-07-03,,,,,0.0,,0.0,,0.0,,822.0,,718.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-07-04,,,,,0.0,,0.0,,0.0,,813.0,,750.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-07-05,,,,,0.0,,0.0,,0.0,,863.0,,732.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-07-06,,,,,0.0,,0.0,,0.0,,830.0,,788.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-07-07,,,,,0.0,,0.0,,0.0,,790.0,,739.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-07-08,,,,,0.0,,0.0,,0.0,,870.0,,799.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-07-09,,,,,0.0,,0.0,,0.0,,845.0,,809.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-07-10,,,,,0.0,,0.0,,0.0,,859.0,,757.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-07-11,,,,,0.0,,0.0,,0.0,,851.0,,774.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-07-12,,,,,0.0,,0.0,,0.0,,866.0,,742.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-07-13,,,,,0.0,,0.0,,0.0,,847.0,,679.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-07-14,,,,,0.0,,0.0,,0.0,,882.0,,770.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-07-15,,,,,0.0,,0.0,,0.0,,857.0,,763.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-07-16,,,,,0.0,,0.0,,0.0,,856.0,,738.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-07-17,,,,,0.7,,0.0,,0.0,,855.0,,728.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-07-18,,,,,0.0,,0.0,,0.0,,798.0,,747.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-07-19,,,,,0.0,,0.0,,0.0,,836.0,,747.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-07-20,,,,,0.0,,0.0,,0.0,,832.0,,719.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-07-21,,,,,0.0,,0.0,,0.0,,845.0,,723.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-07-22,,,,,0.0,,0.0,,0.0,,797.0,,769.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-07-23,,,,,0.0,,0.0,,0.0,,885.0,,739.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-07-24,,,,,0.0,,0.0,,0.0,,838.0,,734.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-07-25,,,,,0.0,,0.0,,0.0,,798.0,,765.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-07-26,,,,,0.4,,0.0,,0.0,,781.0,,725.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-07-27,,,,,0.0,,0.0,,0.0,,823.0,,757.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-07-28,,,,,0.0,,0.0,,0.0,,827.0,,700.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-07-29,,,,,0.0,,0.0,,0.0,,806.0,,722.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-07-30,,,,,0.0,,0.0,,0.0,,829.0,,724.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-07-31,,,,,0.0,,0.0,,0.0,,806.0,,742.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-08-01,,,,,0.0,,0.0,,0.0,,840.0,,727.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-08-02,,,,,0.0,,0.0,,0.0,,800.0,,781.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-08-03,,,,,0.0,,0.0,,0.0,,818.0,,753.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-08-04,,,,,0.0,,0.0,,0.0,,847.0,,707.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-08-05,,,,,0.0,,0.0,,0.0,,893.0,,780.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-08-06,,,,,0.0,,0.0,,0.0,,784.0,,688.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-08-07,,,,,0.0,,0.0,,0.0,,798.0,,764.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-08-08,,,,,0.0,,0.0,,0.0,,785.0,,687.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-08-09,,,,,0.0,,0.0,,0.0,,831.0,,733.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-08-10,,,,,0.0,,0.0,,0.0,,771.0,,682.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-08-11,,,,,0.0,,0.0,,0.0,,789.0,,699.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-08-12,,,,,0.0,,0.0,,0.0,,800.0,,747.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-08-13,,,,,0.0,,0.0,,0.0,,769.0,,661.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-08-14,,,,,0.0,,0.0,,0.0,,768.0,,653.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-08-15,,,,,0.0,,0.0,,0.0,,780.0,,696.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-08-16,,,,,0.0,,0.0,,0.0,,729.0,,700.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-08-17,,,,,0.0,,0.0,,0.0,,746.0,,694.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-08-18,,,,,0.0,,0.0,,0.0,,774.0,,716.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-08-19,,,,,0.0,,0.0,,0.0,,789.0,,651.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-08-20,,,,,0.0,,0.0,,0.0,,776.0,,698.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-08-21,,,,,0.0,,0.0,,0.0,,726.0,,681.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-08-22,,,,,0.0,,0.0,,0.0,,763.0,,700.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-08-23,,,,,2.4,,0.0,,0.0,,798.0,,693.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-08-24,,,,,0.0,,0.0,,0.0,,788.0,,709.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-08-25,,,,,0.0,,0.0,,0.0,,766.0,,631.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-08-26,,,,,0.0,,0.0,,0.0,,739.0,,670.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-08-27,,,,,0.0,,0.0,,0.0,,782.0,,634.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-08-28,,,,,0.0,,0.0,,0.0,,742.0,,659.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-08-29,,,,,0.0,,0.0,,0.0,,722.0,,678.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-08-30,,,,,0.0,,0.0,,0.0,,730.0,,664.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-08-31,,,,,0.0,,0.0,,0.0,,794.0,,668.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-09-01,,,,,0.0,,0.0,,0.0,,755.0,,648.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-09-02,,,,,0.0,,0.0,,0.0,,780.0,,656.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-09-03,,,,,1.1,,0.0,,0.0,,728.0,,651.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-09-04,,,,,0.0,,0.0,,0.0,,767.0,,680.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-09-05,,,,,0.0,,0.0,,0.0,,718.0,,660.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-09-06,,,,,0.0,,0.0,,0.0,,728.0,,583.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-09-07,,,,,0.0,,0.0,,0.0,,804.0,,650.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-09-08,,,,,1.9,,0.0,,0.0,,749.0,,658.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-09-09,,,,,0.0,,0.0,,0.0,,708.0,,613.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-09-10,,,,,0.0,,0.0,,0.0,,717.0,,578.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-09-11,,,,,0.0,,0.0,,0.0,,726.0,,660.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-09-12,,,,,0.0,,0.0,,0.0,,750.0,,620.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-09-13,,,,,2.8,,0.0,,0.0,,695.0,,629.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-09-14,,,,,0.0,,0.0,,0.0,,655.0,,660.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-09-15,,,,,0.5,,0.0,,0.0,,695.0,,582.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-09-16,,,,,0.0,,0.0,,0.0,,701.0,,601.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-09-17,,,,,0.4,,0.0,,0.0,,700.0,,595.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-09-18,,,,,0.0,,0.0,,0.0,,733.0,,616.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-09-19,,,,,0.0,,0.0,,0.0,,700.0,,577.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-09-20,,,,,0.0,,0.0,,0.0,,711.0,,603.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-09-21,,,,,0.7,,0.0,,0.0,,650.0,,588.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-09-22,,,,,0.0,,0.0,,0.0,,706.0,,613.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-09-23,,,,,0.0,,0.0,,0.0,,739.0,,613.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-09-24,,,,,0.0,,0.0,,0.0,,696.0,,533.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-09-25,,,,,0.0,,0.0,,0.0,,677.0,,585.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-09-26,,,,,0.9,,0.0,,0.0,,671.0,,558.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-09-27,,,,,0.0,,0.0,,0.0,,717.0,,564.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-09-28,,,,,0.0,,0.0,,0.0,,632.0,,573.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-09-29,,,,,0.0,,0.0,,0.0,,653.0,,571.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-09-30,,,,,0.0,,0.0,,0.0,,666.0,,534.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-10-01,,,,,0.0,,0.0,,0.0,,671.0,,558.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-10-02,,,,,0.0,,0.0,,0.0,,633.0,,550.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-10-03,,,,,0.0,,0.0,,0.0,,651.0,,542.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-10-04,,,,,0.0,,0.0,,0.0,,630.0,,504.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-10-05,,,,,0.0,,0.0,,0.0,,639.0,,515.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-10-06,,,,,2.0,,0.0,,0.0,,628.0,,520.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-10-07,,,,,0.7,,0.0,,0.0,,594.0,,545.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-10-08,,,,,0.0,,0.0,,0.0,,624.0,,567.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-10-09,,,,,0.0,,0.0,,0.0,,648.0,,493.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-10-10,,,,,0.0,,0.0,,0.0,,589.0,,489.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-10-11,,,,,0.0,,0.0,,0.0,,608.0,,519.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-10-12,,,,,0.0,,0.0,,0.0,,631.0,,495.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-10-13,,,,,0.0,,0.0,,0.0,,576.0,,485.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-10-14,,,,,0.1,,0.0,,0.0,,610.0,,480.0,,,,,,,,,,,,,
SYNTH0001,SYNTHETIC STATION,2023-10-15,,,,,0.0,,0.0,,0.0,,570.0,,474.0,,,,,,,,,,,,,
